From	To
ENSP00000261884	TRIP4_HUMAN
ENSP00000398778	RELL1_HUMAN
ENSP00000440704	SYTL1_HUMAN
ENSP00000378687	P121A_HUMAN
ENSP00000365162	MYLK2_HUMAN
ENSP00000358490	CD2_HUMAN
ENSP00000359518	MRGBP_HUMAN
ENSP00000368173	DHR13_HUMAN
ENSP00000265132	AMBP_HUMAN
ENSP00000289805	SPA2L_HUMAN
ENSP00000348714	AREL1_HUMAN
ENSP00000467958	K7EQS6_HUMAN
ENSP00000352121	PK3CG_HUMAN
ENSP00000261942	FAF2_HUMAN
ENSP00000378326	ZP3_HUMAN
ENSP00000418693	RWD2B_HUMAN
ENSP00000385722	INT1_HUMAN
ENSP00000219596	MEFV_HUMAN
ENSP00000305533	THAP9_HUMAN
ENSP00000384551	NXPH1_HUMAN
ENSP00000306459	B4GT6_HUMAN
ENSP00000357655	CCN6_HUMAN
ENSP00000264108	HAT1_HUMAN
ENSP00000371529	CV042_HUMAN
ENSP00000292147	ETHE1_HUMAN
ENSP00000347948	TNR14_HUMAN
ENSP00000351342	PTN5_HUMAN
ENSP00000358501	LFA3_HUMAN
ENSP00000266557	CD27_HUMAN
ENSP00000358510	FUND2_HUMAN
ENSP00000298532	SNPC4_HUMAN
ENSP00000480703	PCFT_HUMAN
ENSP00000414922	UBP41_HUMAN
ENSP00000388311	ZN845_HUMAN
ENSP00000355900	SPT17_HUMAN
ENSP00000366452	SNX15_HUMAN
ENSP00000409382	EFC4B_HUMAN
ENSP00000430620	HEPH_HUMAN
ENSP00000363308	WDR31_HUMAN
ENSP00000226004	DUS3_HUMAN
ENSP00000263239	DDX18_HUMAN
ENSP00000398655	ITK_HUMAN
ENSP00000348381	ADDG_HUMAN
ENSP00000362340	NCDN_HUMAN
ENSP00000356953	C560_HUMAN
ENSP00000463574	PPA6_HUMAN
ENSP00000476603	GRIN3_HUMAN
ENSP00000264144	LAMC2_HUMAN
ENSP00000373566	CD158_HUMAN
ENSP00000383505	KLD7A_HUMAN
ENSP00000378855	SOCS4_HUMAN
ENSP00000407301	GAK1A_HUMAN
ENSP00000283882	CFDP1_HUMAN
ENSP00000358955	K1324_HUMAN
ENSP00000265986	IDE_HUMAN
ENSP00000367668	MMEL1_HUMAN
ENSP00000438757	PR20C_HUMAN
ENSP00000250495	NEDD8_HUMAN
ENSP00000378877	PLCA_HUMAN
ENSP00000419851	GUAA_HUMAN
ENSP00000430236	ALG11_HUMAN
ENSP00000222271	COMP_HUMAN
ENSP00000346173	ETFB_HUMAN
ENSP00000209873	AAAS_HUMAN
ENSP00000413073	ZN445_HUMAN
ENSP00000299106	JAM3_HUMAN
ENSP00000361092	SURF6_HUMAN
ENSP00000432816	ASPX_HUMAN
ENSP00000363435	ITPR3_HUMAN
ENSP00000471277	ZN558_HUMAN
ENSP00000364037	TEX10_HUMAN
ENSP00000299459	OR2D2_HUMAN
ENSP00000481542	A0A087WY62_HUMAN
ENSP00000383219	KR106_HUMAN
ENSP00000252530	FA98C_HUMAN
ENSP00000378063	SLN12_HUMAN
ENSP00000266646	INHBE_HUMAN
ENSP00000356481	NIBA1_HUMAN
ENSP00000216605	C1TC_HUMAN
ENSP00000222250	ARRD2_HUMAN
ENSP00000369558	IFNA6_HUMAN
ENSP00000215565	NDUB7_HUMAN
ENSP00000320309	SYFA_HUMAN
ENSP00000295718	PTPRN_HUMAN
ENSP00000390621	TDR12_HUMAN
ENSP00000343507	TM198_HUMAN
ENSP00000302805	DDI1_HUMAN
ENSP00000367755	CMKMT_HUMAN
ENSP00000234389	NMD3B_HUMAN
ENSP00000297788	CC136_HUMAN
ENSP00000318821	GCC1_HUMAN
ENSP00000228468	ASIC1_HUMAN
ENSP00000482232	A0A087WYZ4_HUMAN
ENSP00000348211	S2546_HUMAN
ENSP00000303208	PCSK9_HUMAN
ENSP00000338671	RHBT1_HUMAN
ENSP00000324464	KC1D_HUMAN
ENSP00000225430	RL19_HUMAN
ENSP00000296658	CMBL_HUMAN
ENSP00000381333	CRFR1_HUMAN
ENSP00000356536	TEDM1_HUMAN
ENSP00000321038	TM86B_HUMAN
ENSP00000361486	CAPAM_HUMAN
ENSP00000300231	MAP1A_HUMAN
ENSP00000425658	ANR50_HUMAN
ENSP00000365522	QSPP_HUMAN
ENSP00000252799	ZN747_HUMAN
ENSP00000325564	SYCN_HUMAN
ENSP00000206474	HAUS4_HUMAN
ENSP00000311196	NPAS4_HUMAN
ENSP00000349595	AT2A1_HUMAN
ENSP00000479168	A0A087WV42_HUMAN
ENSP00000386636	LA_HUMAN
ENSP00000396270	TSN14_HUMAN
ENSP00000463334	MI4GD_HUMAN
ENSP00000380401	FXRD2_HUMAN
ENSP00000265572	OPRK_HUMAN
ENSP00000359370	SC31B_HUMAN
ENSP00000331831	GAS6_HUMAN
ENSP00000416293	GTR1_HUMAN
ENSP00000361929	GT253_HUMAN
ENSP00000358149	BOLA1_HUMAN
ENSP00000340474	MUT7_HUMAN
ENSP00000258111	KCMB4_HUMAN
ENSP00000280358	TEX12_HUMAN
ENSP00000447053	RAB5C_HUMAN
ENSP00000268125	RLBP1_HUMAN
ENSP00000295087	ARL5A_HUMAN
ENSP00000340998	NET4_HUMAN
ENSP00000328340	RN135_HUMAN
ENSP00000255674	RTTN_HUMAN
ENSP00000378733	LBH_HUMAN
ENSP00000473093	MAGA3_HUMAN
ENSP00000262138	CCG4_HUMAN
ENSP00000366522	RHG39_HUMAN
ENSP00000269202	MEP1B_HUMAN
ENSP00000346959	S38A6_HUMAN
ENSP00000456594	T178B_HUMAN
ENSP00000310491	RHG01_HUMAN
ENSP00000415528	CCD81_HUMAN
ENSP00000295082	KCNF1_HUMAN
ENSP00000400157	B3GN9_HUMAN
ENSP00000363345	TSCOT_HUMAN
ENSP00000377969	T2FA_HUMAN
ENSP00000437550	LATS1_HUMAN
ENSP00000434364	SC6A5_HUMAN
ENSP00000219069	ZN263_HUMAN
ENSP00000355022	TEDC2_HUMAN
ENSP00000448248	GRPL2_HUMAN
ENSP00000302150	PRL_HUMAN
ENSP00000309233	POZP3_HUMAN
ENSP00000308082	O10P1_HUMAN
ENSP00000381382	E9PH57_HUMAN
ENSP00000364883	AUHM_HUMAN
ENSP00000361014	A0A499FIS5_HUMAN
ENSP00000370673	MANS4_HUMAN
ENSP00000311436	ABRA_HUMAN
ENSP00000379042	ERO1A_HUMAN
ENSP00000372959	LRC30_HUMAN
ENSP00000332963	JUNO_HUMAN
ENSP00000228347	RPC2_HUMAN
ENSP00000269159	IMPA2_HUMAN
ENSP00000482180	CK095_HUMAN
ENSP00000359285	ACHA4_HUMAN
ENSP00000369009	BCLA3_HUMAN
ENSP00000485541	MAGA2_HUMAN
ENSP00000380024	ING4_HUMAN
ENSP00000481258	TBC3I_HUMAN
ENSP00000305974	SO1A2_HUMAN
ENSP00000352900	RXRG_HUMAN
ENSP00000472308	TX101_HUMAN
ENSP00000421986	PSG7_HUMAN
ENSP00000408342	PRAM_HUMAN
ENSP00000268720	CPNE7_HUMAN
ENSP00000370589	NOP56_HUMAN
ENSP00000365301	FGF14_HUMAN
ENSP00000354927	M3K3_HUMAN
ENSP00000265388	TNPO3_HUMAN
ENSP00000266673	TMM19_HUMAN
ENSP00000369461	ECI2_HUMAN
ENSP00000261340	CLC2D_HUMAN
ENSP00000266980	S39A5_HUMAN
ENSP00000301190	PANKY_HUMAN
ENSP00000334187	LCE1F_HUMAN
ENSP00000363891	S38AA_HUMAN
ENSP00000318602	PRDC1_HUMAN
ENSP00000323076	NDUF3_HUMAN
ENSP00000310226	RAB1B_HUMAN
ENSP00000437188	TIAM2_HUMAN
ENSP00000220616	THYG_HUMAN
ENSP00000281038	SYNM_HUMAN
ENSP00000328977	RPH3L_HUMAN
ENSP00000359392	KHD3L_HUMAN
ENSP00000297668	CNTP3_HUMAN
ENSP00000470248	PRIC3_HUMAN
ENSP00000322469	CC038_HUMAN
ENSP00000399229	MXRA8_HUMAN
ENSP00000306968	CDCA7_HUMAN
ENSP00000355026	ARHGF_HUMAN
ENSP00000322251	TNI3K_HUMAN
ENSP00000363384	ZN593_HUMAN
ENSP00000385142	NRX1A_HUMAN
ENSP00000321711	DI3L1_HUMAN
ENSP00000352424	TIAF1_HUMAN
ENSP00000364000	CO5A2_HUMAN
ENSP00000467931	ZN461_HUMAN
ENSP00000382097	DCD2C_HUMAN
ENSP00000381775	TNF11_HUMAN
ENSP00000340975	SWAHD_HUMAN
ENSP00000402457	ASTRB_HUMAN
ENSP00000290418	CC142_HUMAN
ENSP00000334985	KR195_HUMAN
ENSP00000358747	OVGP1_HUMAN
ENSP00000263468	CE126_HUMAN
ENSP00000354778	CNTP2_HUMAN
ENSP00000283109	RIOK2_HUMAN
ENSP00000265734	CDK6_HUMAN
ENSP00000368349	DPOLA_HUMAN
ENSP00000344996	PALM3_HUMAN
ENSP00000361141	OPN4_HUMAN
ENSP00000321196	O56B4_HUMAN
ENSP00000377192	G6PD_HUMAN
ENSP00000344420	KRA13_HUMAN
ENSP00000356671	ANT3_HUMAN
ENSP00000263390	MED26_HUMAN
ENSP00000427211	APBB2_HUMAN
ENSP00000397039	SM34A_HUMAN
ENSP00000222572	PON2_HUMAN
ENSP00000291182	ZN235_HUMAN
ENSP00000307958	IQCF1_HUMAN
ENSP00000445626	EGR4_HUMAN
ENSP00000325748	STK25_HUMAN
ENSP00000366330	KLF9_HUMAN
ENSP00000329689	O10G7_HUMAN
ENSP00000464443	IFT20_HUMAN
ENSP00000359663	CD40L_HUMAN
ENSP00000305244	IRX1_HUMAN
ENSP00000363298	BSPRY_HUMAN
ENSP00000327077	PCM1_HUMAN
ENSP00000347003	OR5K4_HUMAN
ENSP00000386541	PSDE_HUMAN
ENSP00000244513	BT1A1_HUMAN
ENSP00000262547	DZAN1_HUMAN
ENSP00000421853	RNB3L_HUMAN
ENSP00000484135	COLC2_HUMAN
ENSP00000357036	SLAF6_HUMAN
ENSP00000352414	FGF17_HUMAN
ENSP00000351284	RAD52_HUMAN
ENSP00000479526	F8W7T1_HUMAN
ENSP00000274031	SETD7_HUMAN
ENSP00000265052	A0A0C4DFN3_HUMAN
ENSP00000282272	ANR44_HUMAN
ENSP00000386380	IL1R1_HUMAN
ENSP00000343871	TMTC4_HUMAN
ENSP00000359539	AATC_HUMAN
ENSP00000445633	H2B1C_HUMAN
ENSP00000469089	ZBT45_HUMAN
ENSP00000349884	GALP_HUMAN
ENSP00000290208	RM10_HUMAN
ENSP00000219207	PLLP_HUMAN
ENSP00000396320	SCN4A_HUMAN
ENSP00000364164	O10G9_HUMAN
ENSP00000361712	TCAL4_HUMAN
ENSP00000259056	GALT5_HUMAN
ENSP00000287139	NODAL_HUMAN
ENSP00000386165	CEBPD_HUMAN
ENSP00000007722	ITA3_HUMAN
ENSP00000320543	EPN2_HUMAN
ENSP00000265026	M3K13_HUMAN
ENSP00000477597	A0A087WT58_HUMAN
ENSP00000362201	TICN2_HUMAN
ENSP00000323036	PPAP_HUMAN
ENSP00000379034	KLD7B_HUMAN
ENSP00000471242	C9JME2_HUMAN
ENSP00000354006	TRPM6_HUMAN
ENSP00000361275	PLK3_HUMAN
ENSP00000442478	STML1_HUMAN
ENSP00000377954	SYLC_HUMAN
ENSP00000268122	RHCG_HUMAN
ENSP00000383226	KR101_HUMAN
ENSP00000258418	CAB39_HUMAN
ENSP00000348128	SVIL_HUMAN
ENSP00000354886	S2547_HUMAN
ENSP00000318687	HS105_HUMAN
ENSP00000216139	ACRO_HUMAN
ENSP00000294829	FA71A_HUMAN
ENSP00000442460	PTK6_HUMAN
ENSP00000262103	EFCB1_HUMAN
ENSP00000364293	TSR2_HUMAN
ENSP00000236826	MMP8_HUMAN
ENSP00000364621	SUSD3_HUMAN
ENSP00000303525	CBR4_HUMAN
ENSP00000361664	ZEP3_HUMAN
ENSP00000425497	A0A140T9Z0_HUMAN
ENSP00000451974	XRCC3_HUMAN
ENSP00000317039	RMI1_HUMAN
ENSP00000273047	RAB5A_HUMAN
ENSP00000258704	SPDE1_HUMAN
ENSP00000261383	DYH3_HUMAN
ENSP00000199389	E2AK1_HUMAN
ENSP00000379133	MTNB_HUMAN
ENSP00000324127	PSD3_HUMAN
ENSP00000315870	ZN575_HUMAN
ENSP00000212355	TGBR3_HUMAN
ENSP00000217133	TBB1_HUMAN
ENSP00000280756	TM263_HUMAN
ENSP00000357189	HDGF_HUMAN
ENSP00000394734	CLK1_HUMAN
ENSP00000328181	NOGG_HUMAN
ENSP00000273610	UCN2_HUMAN
ENSP00000251643	K1C12_HUMAN
ENSP00000354855	NF2L1_HUMAN
ENSP00000326846	CN028_HUMAN
ENSP00000398048	ALPK1_HUMAN
ENSP00000335074	GHRL_HUMAN
ENSP00000300576	GOG6C_HUMAN
ENSP00000243918	SYS1_HUMAN
ENSP00000376849	CASP5_HUMAN
ENSP00000333568	KPCD1_HUMAN
ENSP00000360310	SPO11_HUMAN
ENSP00000384048	PAXI1_HUMAN
ENSP00000384950	A0A0C4DG03_HUMAN
ENSP00000242285	CLCA_HUMAN
ENSP00000481934	RHGBB_HUMAN
ENSP00000382670	GRCR1_HUMAN
ENSP00000228534	IL23A_HUMAN
ENSP00000311449	RAB6A_HUMAN
ENSP00000433642	M9MML6_HUMAN
ENSP00000332139	CFAD_HUMAN
ENSP00000286424	G3XAA5_HUMAN
ENSP00000302456	KLF13_HUMAN
ENSP00000270502	TIM29_HUMAN
ENSP00000312304	TPMT_HUMAN
ENSP00000280684	KCNA6_HUMAN
ENSP00000339161	AIDA_HUMAN
ENSP00000345292	NDRG3_HUMAN
ENSP00000287394	ATAD2_HUMAN
ENSP00000410890	ZN783_HUMAN
ENSP00000209884	KLH20_HUMAN
ENSP00000386443	A0A5F9UY30_HUMAN
ENSP00000361959	WISP2_HUMAN
ENSP00000266088	SC5A1_HUMAN
ENSP00000295619	PROK2_HUMAN
ENSP00000262043	PHF3_HUMAN
ENSP00000306512	IL8_HUMAN
ENSP00000371234	CYS1_HUMAN
ENSP00000353734	PLAL1_HUMAN
ENSP00000448012	CE290_HUMAN
ENSP00000339155	CRIS2_HUMAN
ENSP00000309036	J3KNG2_HUMAN
ENSP00000263634	ASB3_HUMAN
ENSP00000268876	UN45B_HUMAN
ENSP00000477014	OR8G5_HUMAN
ENSP00000354688	DEN10_HUMAN
ENSP00000362937	RCC1_HUMAN
ENSP00000273375	RABL3_HUMAN
ENSP00000281834	TNFL4_HUMAN
ENSP00000408979	KIF5A_HUMAN
ENSP00000384999	P4HA2_HUMAN
ENSP00000359526	MFRN2_HUMAN
ENSP00000202677	RGPA2_HUMAN
ENSP00000386200	FOXP2_HUMAN
ENSP00000323304	LSME1_HUMAN
ENSP00000422496	TT39B_HUMAN
ENSP00000354632	ATP6_HUMAN
ENSP00000323816	AHRR_HUMAN
ENSP00000361995	TTPAL_HUMAN
ENSP00000264079	MCLN1_HUMAN
ENSP00000360488	F10C1_HUMAN
ENSP00000290295	HXB13_HUMAN
ENSP00000301068	REBL1_HUMAN
ENSP00000466140	K7ELM3_HUMAN
ENSP00000483300	ACACA_HUMAN
ENSP00000338343	SGCD_HUMAN
ENSP00000365745	SRC8_HUMAN
ENSP00000435460	LEG8_HUMAN
ENSP00000368813	KLH34_HUMAN
ENSP00000295452	GBRG1_HUMAN
ENSP00000373450	SPAG1_HUMAN
ENSP00000376532	B3GL1_HUMAN
ENSP00000287907	5HT5A_HUMAN
ENSP00000451828	AKT1_HUMAN
ENSP00000284154	GRAP_HUMAN
ENSP00000385790	SDSL_HUMAN
ENSP00000273859	AT10D_HUMAN
ENSP00000358307	NHLC2_HUMAN
ENSP00000444533	KRT86_HUMAN
ENSP00000248071	KLF2_HUMAN
ENSP00000305975	KRA11_HUMAN
ENSP00000372281	KR222_HUMAN
ENSP00000299432	MSS51_HUMAN
ENSP00000375073	EID2_HUMAN
ENSP00000274457	FEM1C_HUMAN
ENSP00000441434	NNMT_HUMAN
ENSP00000273853	CENPC_HUMAN
ENSP00000441641	PRR14_HUMAN
ENSP00000322754	O51S1_HUMAN
ENSP00000477817	A0A087WTF0_HUMAN
ENSP00000381486	NOTO_HUMAN
ENSP00000276297	RHG07_HUMAN
ENSP00000387365	PWP1_HUMAN
ENSP00000357779	CRCT1_HUMAN
ENSP00000467041	K7ENP7_HUMAN
ENSP00000436682	ARMS2_HUMAN
ENSP00000266735	RUXF_HUMAN
ENSP00000361345	FA78A_HUMAN
ENSP00000269394	ZN750_HUMAN
ENSP00000253814	NFIP1_HUMAN
ENSP00000378165	ZN207_HUMAN
ENSP00000320180	GHRHR_HUMAN
ENSP00000263857	RPA1_HUMAN
ENSP00000426387	ZBT38_HUMAN
ENSP00000470879	TM59L_HUMAN
ENSP00000346103	GPX4_HUMAN
ENSP00000405890	PBX1_HUMAN
ENSP00000441600	CCR3_HUMAN
ENSP00000269499	ZCHC2_HUMAN
ENSP00000362125	PCD19_HUMAN
ENSP00000334547	TAL2_HUMAN
ENSP00000273905	SOAT_HUMAN
ENSP00000306754	NDF2_HUMAN
ENSP00000298110	GP101_HUMAN
ENSP00000346120	DDX21_HUMAN
ENSP00000434614	CDC27_HUMAN
ENSP00000346466	WDR91_HUMAN
ENSP00000296003	MTMRE_HUMAN
ENSP00000259365	TMOD1_HUMAN
ENSP00000443319	F263_HUMAN
ENSP00000040584	HXC8_HUMAN
ENSP00000475384	U3KPZ7_HUMAN
ENSP00000363840	Q4VXY6_HUMAN
ENSP00000285083	OXND1_HUMAN
ENSP00000423933	THUM2_HUMAN
ENSP00000262948	MP2K2_HUMAN
ENSP00000226382	PHX2B_HUMAN
ENSP00000466880	K7ENC0_HUMAN
ENSP00000243440	BATF3_HUMAN
ENSP00000219302	NDK3_HUMAN
ENSP00000326330	FRAS1_HUMAN
ENSP00000341819	VWC2_HUMAN
ENSP00000381273	CRBB2_HUMAN
ENSP00000344208	TRI14_HUMAN
ENSP00000264601	RAB17_HUMAN
ENSP00000349291	TBC9B_HUMAN
ENSP00000301891	S22AB_HUMAN
ENSP00000235521	SYWM_HUMAN
ENSP00000482760	PCSK6_HUMAN
ENSP00000318176	PRKRA_HUMAN
ENSP00000368341	RBM24_HUMAN
ENSP00000333142	PLPL9_HUMAN
ENSP00000334153	RFTN1_HUMAN
ENSP00000440005	ARF1_HUMAN
ENSP00000252622	LSM7_HUMAN
ENSP00000301744	ZN597_HUMAN
ENSP00000391088	UNC80_HUMAN
ENSP00000317404	CHSTD_HUMAN
ENSP00000373278	ZCPW2_HUMAN
ENSP00000437635	A0A499FJ85_HUMAN
ENSP00000327585	OR1D2_HUMAN
ENSP00000357986	PKHA1_HUMAN
ENSP00000354884	RASF9_HUMAN
ENSP00000276449	STAR_HUMAN
ENSP00000457701	B7Z3J9_HUMAN
ENSP00000389709	RN212_HUMAN
ENSP00000315370	CE046_HUMAN
ENSP00000222145	RAIN_HUMAN
ENSP00000168712	FGF4_HUMAN
ENSP00000346916	B2RNG4_HUMAN
ENSP00000364235	RNF5_HUMAN
ENSP00000233154	NCK2_HUMAN
ENSP00000318423	LINES_HUMAN
ENSP00000252463	ZSC10_HUMAN
ENSP00000308970	PSG1_HUMAN
ENSP00000323184	MYBPP_HUMAN
ENSP00000287996	IPPK_HUMAN
ENSP00000382779	SEH1_HUMAN
ENSP00000265069	ZFR_HUMAN
ENSP00000479130	ACSF3_HUMAN
ENSP00000345895	NUP50_HUMAN
ENSP00000445979	ZN623_HUMAN
ENSP00000377566	ELMO3_HUMAN
ENSP00000281456	ADT1_HUMAN
ENSP00000265512	ADH4_HUMAN
ENSP00000247879	TA2R3_HUMAN
ENSP00000247986	KIF17_HUMAN
ENSP00000370842	IL33_HUMAN
ENSP00000204679	GNPTG_HUMAN
ENSP00000265708	ADAM2_HUMAN
ENSP00000395723	ZN200_HUMAN
ENSP00000279058	SPIT4_HUMAN
ENSP00000238156	CCD92_HUMAN
ENSP00000337816	MMP25_HUMAN
ENSP00000435509	ZIC4_HUMAN
ENSP00000290349	CBR1_HUMAN
ENSP00000247881	TA2R4_HUMAN
ENSP00000262593	DOK5_HUMAN
ENSP00000395012	KLH24_HUMAN
ENSP00000361626	YBOX1_HUMAN
ENSP00000362235	SIA7F_HUMAN
ENSP00000384597	TF2AY_HUMAN
ENSP00000341662	ALKMO_HUMAN
ENSP00000257951	KRT84_HUMAN
ENSP00000357643	KI67_HUMAN
ENSP00000357076	TAGL2_HUMAN
ENSP00000341677	TPD55_HUMAN
ENSP00000353496	LZTS3_HUMAN
ENSP00000281243	DHPR_HUMAN
ENSP00000324203	TCAB1_HUMAN
ENSP00000444537	ARMX6_HUMAN
ENSP00000366637	FX4L5_HUMAN
ENSP00000313833	LCN15_HUMAN
ENSP00000373191	LNP1_HUMAN
ENSP00000267116	ANR52_HUMAN
ENSP00000408108	A0A499FIZ0_HUMAN
ENSP00000262577	ZC3H3_HUMAN
ENSP00000301972	MYRIP_HUMAN
ENSP00000298705	PPR36_HUMAN
ENSP00000329287	SNN_HUMAN
ENSP00000475473	CHUR_HUMAN
ENSP00000369293	IL2RA_HUMAN
ENSP00000260385	RMD3_HUMAN
ENSP00000261534	POMT2_HUMAN
ENSP00000356702	PIGC_HUMAN
ENSP00000438886	CK5P3_HUMAN
ENSP00000381488	KRA91_HUMAN
ENSP00000378235	SMBT1_HUMAN
ENSP00000312272	YPEL2_HUMAN
ENSP00000340467	CARL3_HUMAN
ENSP00000329158	CLRN1_HUMAN
ENSP00000442656	ACV1B_HUMAN
ENSP00000337478	ARL17_HUMAN
ENSP00000418397	A0A0A0MT83_HUMAN
ENSP00000312070	PCDGK_HUMAN
ENSP00000430241	COE2_HUMAN
ENSP00000343171	CB080_HUMAN
ENSP00000320043	LYPA1_HUMAN
ENSP00000347134	ARHG8_HUMAN
ENSP00000417517	H0Y858_HUMAN
ENSP00000316794	RTL3_HUMAN
ENSP00000333836	FIGN_HUMAN
ENSP00000349486	SCRIB_HUMAN
ENSP00000230658	ISL1_HUMAN
ENSP00000351059	CX3C1_HUMAN
ENSP00000436786	KMT2A_HUMAN
ENSP00000270861	PLK4_HUMAN
ENSP00000419153	ZBT20_HUMAN
ENSP00000360069	ZN831_HUMAN
ENSP00000339577	RHD_HUMAN
ENSP00000406490	PMS1_HUMAN
ENSP00000484343	A0A087X1N8_HUMAN
ENSP00000370571	TY3H_HUMAN
ENSP00000444596	MYCB2_HUMAN
ENSP00000328236	KNTC1_HUMAN
ENSP00000385410	NOLC1_HUMAN
ENSP00000318234	COQA1_HUMAN
ENSP00000438115	CSN7A_HUMAN
ENSP00000263640	ACVR1_HUMAN
ENSP00000298050	DEUP1_HUMAN
ENSP00000405327	ETV1_HUMAN
ENSP00000385836	CAHM4_HUMAN
ENSP00000255858	S14L4_HUMAN
ENSP00000400391	OZF_HUMAN
ENSP00000355955	NENF_HUMAN
ENSP00000379008	SC5AA_HUMAN
ENSP00000357268	SEM4A_HUMAN
ENSP00000440365	ZN124_HUMAN
ENSP00000274766	KAAG1_HUMAN
ENSP00000280325	A0A1C7CYV6_HUMAN
ENSP00000295878	CC191_HUMAN
ENSP00000263025	MK03_HUMAN
ENSP00000368062	ATD3C_HUMAN
ENSP00000447537	BL1S1_HUMAN
ENSP00000473842	EBLN1_HUMAN
ENSP00000309429	ZDH24_HUMAN
ENSP00000308764	O52I2_HUMAN
ENSP00000299198	KCRB_HUMAN
ENSP00000358099	RGS10_HUMAN
ENSP00000472109	TEAD2_HUMAN
ENSP00000334941	PTPRU_HUMAN
ENSP00000468153	A0A0A0MTT2_HUMAN
ENSP00000259466	OR1L4_HUMAN
ENSP00000381105	NPS_HUMAN
ENSP00000372278	KR204_HUMAN
ENSP00000284240	THY1_HUMAN
ENSP00000459043	BICL2_HUMAN
ENSP00000260283	RHG20_HUMAN
ENSP00000249041	GALR3_HUMAN
ENSP00000366956	H4_HUMAN
ENSP00000235933	BY55_HUMAN
ENSP00000315387	TM102_HUMAN
ENSP00000354204	TO20L_HUMAN
ENSP00000306844	SEM4C_HUMAN
ENSP00000361032	SURF2_HUMAN
ENSP00000337425	HYAL3_HUMAN
ENSP00000258385	ACHD_HUMAN
ENSP00000384330	MYH8_HUMAN
ENSP00000469394	SSX4_HUMAN
ENSP00000329380	GP1BA_HUMAN
ENSP00000263080	ACY2_HUMAN
ENSP00000260361	CIA30_HUMAN
ENSP00000308610	GPDM_HUMAN
ENSP00000485306	U17L8_HUMAN
ENSP00000199708	HBAT_HUMAN
ENSP00000326247	SAM9L_HUMAN
ENSP00000361982	TRUB2_HUMAN
ENSP00000220809	TPA_HUMAN
ENSP00000351669	MANEA_HUMAN
ENSP00000223500	CHMP5_HUMAN
ENSP00000284476	DISP1_HUMAN
ENSP00000371219	RHOH_HUMAN
ENSP00000382688	KDM5A_HUMAN
ENSP00000454852	SPN1_HUMAN
ENSP00000263228	UB2R2_HUMAN
ENSP00000385763	PTGR1_HUMAN
ENSP00000364249	PA2G5_HUMAN
ENSP00000357901	SCNM1_HUMAN
ENSP00000355589	SI1L2_HUMAN
ENSP00000370343	IRF4_HUMAN
ENSP00000263266	FA83E_HUMAN
ENSP00000431418	NTRK1_HUMAN
ENSP00000357943	ANXA9_HUMAN
ENSP00000382356	COSA1_HUMAN
ENSP00000432943	MYP0_HUMAN
ENSP00000424711	CLRN2_HUMAN
ENSP00000350075	ARPIN_HUMAN
ENSP00000261883	CILP1_HUMAN
ENSP00000350333	SP130_HUMAN
ENSP00000325546	PLAG1_HUMAN
ENSP00000225655	PROF1_HUMAN
ENSP00000344741	INSI1_HUMAN
ENSP00000480851	A0A087WXA3_HUMAN
ENSP00000267202	VP37B_HUMAN
ENSP00000301653	K1C16_HUMAN
ENSP00000264162	LPH_HUMAN
ENSP00000380903	ROBO3_HUMAN
ENSP00000280904	DSC2_HUMAN
ENSP00000302327	PYGO1_HUMAN
ENSP00000360761	PLCB_HUMAN
ENSP00000351209	EPHA2_HUMAN
ENSP00000385808	E9PES4_HUMAN
ENSP00000333262	PI5PA_HUMAN
ENSP00000305647	VAMP5_HUMAN
ENSP00000392330	BAP31_HUMAN
ENSP00000384198	IN80D_HUMAN
ENSP00000419045	GCH1_HUMAN
ENSP00000367049	MZT1_HUMAN
ENSP00000403310	U1SBP_HUMAN
ENSP00000349954	CGB3_HUMAN
ENSP00000226574	NFKB1_HUMAN
ENSP00000362824	OGT1_HUMAN
ENSP00000375810	KLC3_HUMAN
ENSP00000391942	NECP2_HUMAN
ENSP00000401878	KBTB8_HUMAN
ENSP00000417480	FHIT_HUMAN
ENSP00000319179	KDF1_HUMAN
ENSP00000225519	SHPK_HUMAN
ENSP00000449253	KCNC2_HUMAN
ENSP00000300714	AP4AT_HUMAN
ENSP00000311899	DAW1_HUMAN
ENSP00000299339	CLD10_HUMAN
ENSP00000246104	SCRT2_HUMAN
ENSP00000367938	COX7R_HUMAN
ENSP00000292408	FGFR4_HUMAN
ENSP00000286067	A0A1P0AZG4_HUMAN
ENSP00000343103	ANM7_HUMAN
ENSP00000271971	CAN9_HUMAN
ENSP00000332576	OSBP2_HUMAN
ENSP00000266674	LGR5_HUMAN
ENSP00000324124	RPAB5_HUMAN
ENSP00000300184	MS4A7_HUMAN
ENSP00000385385	PDIA6_HUMAN
ENSP00000425840	RN150_HUMAN
ENSP00000310928	PPARD_HUMAN
ENSP00000228438	CLC2B_HUMAN
ENSP00000327468	KLD8B_HUMAN
ENSP00000313034	FBXW5_HUMAN
ENSP00000262178	VIPR2_HUMAN
ENSP00000256644	A0A0C4DGV4_HUMAN
ENSP00000483254	HNRDL_HUMAN
ENSP00000431162	EID1_HUMAN
ENSP00000474632	CT452_HUMAN
ENSP00000353646	PKHG4_HUMAN
ENSP00000450461	CEP95_HUMAN
ENSP00000261441	RSBN1_HUMAN
