From	To
9606.ENSP00000371634	IF2B2_HUMAN
9606.ENSP00000283713	VILL_HUMAN
9606.ENSP00000259631	CCL27_HUMAN
9606.ENSP00000363817	RXRB_HUMAN
9606.ENSP00000265605	AL8A1_HUMAN
9606.ENSP00000350881	ASTRC_HUMAN
9606.ENSP00000337572	DGKH_HUMAN
9606.ENSP00000221498	DKKL1_HUMAN
9606.ENSP00000265097	THOC3_HUMAN
9606.ENSP00000404079	DNJB5_HUMAN
9606.ENSP00000270747	ARHGJ_HUMAN
9606.ENSP00000373574	ACVL1_HUMAN
9606.ENSP00000354812	CI114_HUMAN
9606.ENSP00000206513	CEBPE_HUMAN
9606.ENSP00000319914	TCIM_HUMAN
9606.ENSP00000368523	DJC15_HUMAN
9606.ENSP00000347170	NEIL1_HUMAN
9606.ENSP00000308318	PPR3B_HUMAN
9606.ENSP00000366628	GP157_HUMAN
9606.ENSP00000262940	RASL2_HUMAN
9606.ENSP00000448517	CBPM_HUMAN
9606.ENSP00000215904	PLPP_HUMAN
9606.ENSP00000199320	DIM1_HUMAN
9606.ENSP00000257860	PERI_HUMAN
9606.ENSP00000425092	LC7L3_HUMAN
9606.ENSP00000354916	CC14A_HUMAN
9606.ENSP00000265465	DPOA2_HUMAN
9606.ENSP00000459451	ACS2A_HUMAN
9606.ENSP00000365435	TNR1B_HUMAN
9606.ENSP00000348968	WFD11_HUMAN
9606.ENSP00000265433	NBN_HUMAN
9606.ENSP00000397673	ALKB8_HUMAN
9606.ENSP00000453793	MEIS2_HUMAN
9606.ENSP00000260129	TGS1_HUMAN
9606.ENSP00000411613	AOC1_HUMAN
9606.ENSP00000366582	INY2B_HUMAN
9606.ENSP00000434508	TRC2L_HUMAN
9606.ENSP00000311344	2AAB_HUMAN
9606.ENSP00000248901	CYH4_HUMAN
9606.ENSP00000254528	EMIL2_HUMAN
9606.ENSP00000220003	CSK_HUMAN
9606.ENSP00000456927	GOG8M_HUMAN
9606.ENSP00000419879	CDS2_HUMAN
9606.ENSP00000288680	SPPL3_HUMAN
9606.ENSP00000343674	ASTL_HUMAN
9606.ENSP00000466680	RND2_HUMAN
9606.ENSP00000357733	PRR9_HUMAN
9606.ENSP00000313398	FUT6_HUMAN
9606.ENSP00000364585	RCC2_HUMAN
9606.ENSP00000356096	FA72A_HUMAN
9606.ENSP00000247306	CTAG2_HUMAN
9606.ENSP00000225964	CO1A1_HUMAN
9606.ENSP00000437468	CC166_HUMAN
9606.ENSP00000346103	GPX4_HUMAN
9606.ENSP00000268150	MFGM_HUMAN
9606.ENSP00000350869	ZN346_HUMAN
9606.ENSP00000353863	ZN148_HUMAN
9606.ENSP00000381895	SMCO3_HUMAN
9606.ENSP00000265825	FSCN3_HUMAN
9606.ENSP00000383396	DB116_HUMAN
9606.ENSP00000362329	IPYR_HUMAN
9606.ENSP00000224140	SETX_HUMAN
9606.ENSP00000356917	OLM2B_HUMAN
9606.ENSP00000316891	LIMC1_HUMAN
9606.ENSP00000216452	PIGH_HUMAN
9606.ENSP00000388094	KRBX1_HUMAN
9606.ENSP00000414887	ZN879_HUMAN
9606.ENSP00000373674	NT5M_HUMAN
9606.ENSP00000267853	MYZAP_HUMAN
9606.ENSP00000357453	MA1A1_HUMAN
9606.ENSP00000284981	A4_HUMAN
9606.ENSP00000364649	SDHB_HUMAN
9606.ENSP00000341787	BTNL3_HUMAN
9606.ENSP00000339328	UPAR_HUMAN
9606.ENSP00000318147	EDEM3_HUMAN
9606.ENSP00000468232	CC159_HUMAN
9606.ENSP00000250615	SNAT_HUMAN
9606.ENSP00000351042	ZN100_HUMAN
9606.ENSP00000226067	HLF_HUMAN
9606.ENSP00000366901	F216A_HUMAN
9606.ENSP00000339524	DFFB_HUMAN
9606.ENSP00000253496	FA12_HUMAN
9606.ENSP00000344563	CL12B_HUMAN
9606.ENSP00000341803	TC1D4_HUMAN
9606.ENSP00000379946	BICRA_HUMAN
9606.ENSP00000348381	ADDG_HUMAN
9606.ENSP00000368516	LGR4_HUMAN
9606.ENSP00000426654	APC4_HUMAN
9606.ENSP00000371940	FOXD4_HUMAN
9606.ENSP00000417509	TASOR_HUMAN
9606.ENSP00000296218	IDLC_HUMAN
9606.ENSP00000408108	WDR26_HUMAN
9606.ENSP00000340220	CG026_HUMAN
9606.ENSP00000476141	M1BL1_HUMAN
9606.ENSP00000418401	SRPRB_HUMAN
9606.ENSP00000297293	LMTK2_HUMAN
9606.ENSP00000249504	HXD11_HUMAN
9606.ENSP00000360688	TXD12_HUMAN
9606.ENSP00000347672	VANG1_HUMAN
9606.ENSP00000358247	FBXL4_HUMAN
9606.ENSP00000225371	PERE_HUMAN
9606.ENSP00000269576	K1C10_HUMAN
9606.ENSP00000464060	NT2NA_HUMAN
9606.ENSP00000368066	HAOX1_HUMAN
9606.ENSP00000229758	FBX5_HUMAN
9606.ENSP00000470555	KLK13_HUMAN
9606.ENSP00000356214	MYCT1_HUMAN
9606.ENSP00000481096	MGT4C_HUMAN
9606.ENSP00000352601	LRP10_HUMAN
9606.ENSP00000325738	STP2_HUMAN
9606.ENSP00000358737	AT5F1_HUMAN
9606.ENSP00000262265	PIHD1_HUMAN
9606.ENSP00000273398	VATA_HUMAN
9606.ENSP00000297494	NOS3_HUMAN
9606.ENSP00000347754	5HT3A_HUMAN
9606.ENSP00000309913	TBX5_HUMAN
9606.ENSP00000261483	MA2A1_HUMAN
9606.ENSP00000294309	TPC2_HUMAN
9606.ENSP00000346809	PGAP1_HUMAN
9606.ENSP00000234371	KISSR_HUMAN
9606.ENSP00000309767	NLRP6_HUMAN
9606.ENSP00000445162	TF2H3_HUMAN
9606.ENSP00000231706	S7A14_HUMAN
9606.ENSP00000452245	RNAS4_HUMAN
9606.ENSP00000361177	LRIT1_HUMAN
9606.ENSP00000364263	RN186_HUMAN
9606.ENSP00000307604	ZBTB5_HUMAN
9606.ENSP00000378260	ALG13_HUMAN
9606.ENSP00000356920	DUS12_HUMAN
9606.ENSP00000262640	VAMP7_HUMAN
9606.ENSP00000319664	NUDC_HUMAN
9606.ENSP00000343140	XIRP1_HUMAN
9606.ENSP00000376583	RIC8B_HUMAN
9606.ENSP00000362836	KCD20_HUMAN
9606.ENSP00000378431	MMRN1_HUMAN
9606.ENSP00000356357	LHX9_HUMAN
9606.ENSP00000364515	BTBDH_HUMAN
9606.ENSP00000376899	FPRP_HUMAN
9606.ENSP00000278353	DHB12_HUMAN
9606.ENSP00000353739	PCMD1_HUMAN
9606.ENSP00000256366	SYJ2B_HUMAN
9606.ENSP00000381089	S35E3_HUMAN
9606.ENSP00000484343	SPB6_HUMAN
9606.ENSP00000270077	PSG9_HUMAN
9606.ENSP00000297689	NFIL3_HUMAN
9606.ENSP00000298542	FRMD7_HUMAN
9606.ENSP00000293879	WDR90_HUMAN
9606.ENSP00000360690	LONF3_HUMAN
9606.ENSP00000372804	MCES_HUMAN
9606.ENSP00000264932	SDHA_HUMAN
9606.ENSP00000352849	SIRB2_HUMAN
9606.ENSP00000299529	RABP1_HUMAN
9606.ENSP00000479656	KRA71_HUMAN
9606.ENSP00000348510	TF3C1_HUMAN
9606.ENSP00000387549	VMAT1_HUMAN
9606.ENSP00000011898	TSN9_HUMAN
9606.ENSP00000305465	PDILT_HUMAN
9606.ENSP00000376224	T200A_HUMAN
9606.ENSP00000304593	ZNHI1_HUMAN
9606.ENSP00000225504	SPT4H_HUMAN
9606.ENSP00000312277	ZN507_HUMAN
9606.ENSP00000378887	DRS7B_HUMAN
9606.ENSP00000351933	KLHL9_HUMAN
9606.ENSP00000330280	OR8B8_HUMAN
9606.ENSP00000426548	KCD16_HUMAN
9606.ENSP00000403465	C2D2A_HUMAN
9606.ENSP00000361868	ZMAT1_HUMAN
9606.ENSP00000363529	FA83C_HUMAN
9606.ENSP00000313140	EXD2_HUMAN
9606.ENSP00000351380	TMA16_HUMAN
9606.ENSP00000381140	PLCC_HUMAN
9606.ENSP00000323300	SPAG5_HUMAN
9606.ENSP00000336740	LIMK1_HUMAN
9606.ENSP00000359942	KLH31_HUMAN
9606.ENSP00000181796	F107B_HUMAN
9606.ENSP00000379368	ZNF35_HUMAN
9606.ENSP00000328023	SRPRA_HUMAN
9606.ENSP00000220751	RIPK2_HUMAN
9606.ENSP00000219169	NTF2_HUMAN
9606.ENSP00000259254	GLPC_HUMAN
9606.ENSP00000286732	CF161_HUMAN
9606.ENSP00000307726	OR2C1_HUMAN
9606.ENSP00000366915	KLF5_HUMAN
9606.ENSP00000339626	S35E4_HUMAN
9606.ENSP00000085068	ISOC2_HUMAN
9606.ENSP00000351108	ROAA_HUMAN
9606.ENSP00000338624	TASP1_HUMAN
9606.ENSP00000226798	FRG1_HUMAN
9606.ENSP00000442307	ECT2L_HUMAN
9606.ENSP00000256398	ELP3_HUMAN
9606.ENSP00000330601	HIPL1_HUMAN
9606.ENSP00000454664	CP097_HUMAN
9606.ENSP00000398824	PF21A_HUMAN
9606.ENSP00000309830	RL38_HUMAN
9606.ENSP00000350136	RIMKB_HUMAN
9606.ENSP00000414964	CC107_HUMAN
9606.ENSP00000356954	CCN2_HUMAN
9606.ENSP00000310649	BRSK1_HUMAN
9606.ENSP00000203407	QCR1_HUMAN
9606.ENSP00000484689	IFM2_HUMAN
9606.ENSP00000285279	VOPP1_HUMAN
9606.ENSP00000294353	ZY11B_HUMAN
9606.ENSP00000245812	ALKB7_HUMAN
9606.ENSP00000355506	EXO1_HUMAN
9606.ENSP00000264553	GRAM_HUMAN
9606.ENSP00000462054	ZFP92_HUMAN
9606.ENSP00000300061	SCNNG_HUMAN
9606.ENSP00000269945	DMRTD_HUMAN
9606.ENSP00000246337	DCUP_HUMAN
9606.ENSP00000415434	UBP40_HUMAN
9606.ENSP00000295966	CC067_HUMAN
9606.ENSP00000265723	MDR3_HUMAN
9606.ENSP00000242104	ONCO_HUMAN
9606.ENSP00000414330	RIMKA_HUMAN
9606.ENSP00000223642	CO5_HUMAN
9606.ENSP00000363254	DRGX_HUMAN
9606.ENSP00000394394	APC7_HUMAN
9606.ENSP00000479816	DEN1B_HUMAN
9606.ENSP00000485452	DUX4_HUMAN
9606.ENSP00000263346	TCF25_HUMAN
9606.ENSP00000357879	PSMD4_HUMAN
9606.ENSP00000363929	NCOA6_HUMAN
9606.ENSP00000468500	GFAP_HUMAN
9606.ENSP00000392828	GPSM1_HUMAN
9606.ENSP00000362773	PIN4_HUMAN
9606.ENSP00000366528	TM252_HUMAN
9606.ENSP00000443256	LPAR2_HUMAN
9606.ENSP00000378803	PAQR5_HUMAN
9606.ENSP00000367330	CL073_HUMAN
9606.ENSP00000228437	PRDM4_HUMAN
9606.ENSP00000290765	GSTT2_HUMAN
9606.ENSP00000358786	KCA10_HUMAN
9606.ENSP00000324287	ACAP2_HUMAN
9606.ENSP00000361932	FUT11_HUMAN
9606.ENSP00000342755	RNF41_HUMAN
9606.ENSP00000413029	CG025_HUMAN
9606.ENSP00000262903	HACE1_HUMAN
9606.ENSP00000392553	PLPP5_HUMAN
9606.ENSP00000479130	ACSF3_HUMAN
9606.ENSP00000302961	HSP74_HUMAN
9606.ENSP00000290541	PSB4_HUMAN
9606.ENSP00000396915	SCN1B_HUMAN
9606.ENSP00000228741	ELK3_HUMAN
9606.ENSP00000360069	ZN831_HUMAN
9606.ENSP00000451605	MSHR_HUMAN
9606.ENSP00000443551	KIME_HUMAN
9606.ENSP00000244007	PLCG1_HUMAN
9606.ENSP00000387077	LPD6B_HUMAN
9606.ENSP00000293831	IF4A1_HUMAN
9606.ENSP00000420194	CASR_HUMAN
9606.ENSP00000359489	AFF2_HUMAN
9606.ENSP00000309790	M18BP_HUMAN
9606.ENSP00000417138	PLTP_HUMAN
9606.ENSP00000233623	TTC31_HUMAN
9606.ENSP00000330361	CH033_HUMAN
9606.ENSP00000278618	ADPPT_HUMAN
9606.ENSP00000420298	OX2G_HUMAN
9606.ENSP00000478516	NLRP1_HUMAN
9606.ENSP00000413520	HID1_HUMAN
9606.ENSP00000357625	BNIP3_HUMAN
9606.ENSP00000384169	FBLN2_HUMAN
9606.ENSP00000307188	ARLY_HUMAN
9606.ENSP00000285046	FGD5_HUMAN
9606.ENSP00000379267	ELP4_HUMAN
9606.ENSP00000366402	CI135_HUMAN
9606.ENSP00000221954	CEAM4_HUMAN
9606.ENSP00000192788	URFB1_HUMAN
9606.ENSP00000298694	ARH40_HUMAN
9606.ENSP00000215886	LEG2_HUMAN
9606.ENSP00000355720	JMJD4_HUMAN
9606.ENSP00000274031	SETD7_HUMAN
9606.ENSP00000270625	RS11_HUMAN
9606.ENSP00000325819	COT1_HUMAN
9606.ENSP00000293255	CABP5_HUMAN
9606.ENSP00000337976	SUV91_HUMAN
9606.ENSP00000216802	PSME2_HUMAN
9606.ENSP00000258538	S41A2_HUMAN
9606.ENSP00000307214	TYW4_HUMAN
9606.ENSP00000323047	MTG1_HUMAN
9606.ENSP00000260045	P52K_HUMAN
9606.ENSP00000419088	F162A_HUMAN
9606.ENSP00000351040	F217B_HUMAN
9606.ENSP00000245907	CO3_HUMAN
9606.ENSP00000327824	INLR1_HUMAN
9606.ENSP00000324124	RPAB5_HUMAN
9606.ENSP00000458075	H3BVE0_HUMAN
9606.ENSP00000355430	OR2T1_HUMAN
9606.ENSP00000338272	HEY1_HUMAN
9606.ENSP00000264956	EVC_HUMAN
9606.ENSP00000356410	GLRX2_HUMAN
9606.ENSP00000331470	DBX2_HUMAN
9606.ENSP00000362314	4EBP2_HUMAN
9606.ENSP00000409378	ACM4_HUMAN
9606.ENSP00000396620	NFYC_HUMAN
9606.ENSP00000284245	CP074_HUMAN
9606.ENSP00000363516	RCAN3_HUMAN
9606.ENSP00000304586	ANKS3_HUMAN
9606.ENSP00000237596	PKD2_HUMAN
9606.ENSP00000361173	KCNE5_HUMAN
9606.ENSP00000308820	RIC3_HUMAN
9606.ENSP00000357905	DMBT1_HUMAN
9606.ENSP00000423014	OCAD2_HUMAN
9606.ENSP00000356476	TRM1L_HUMAN
9606.ENSP00000308122	VPP4_HUMAN
9606.ENSP00000448012	CE290_HUMAN
9606.ENSP00000315693	TIM16_HUMAN
9606.ENSP00000246794	TMG2_HUMAN
9606.ENSP00000408581	T132D_HUMAN
9606.ENSP00000433343	F118B_HUMAN
9606.ENSP00000364379	ZN510_HUMAN
9606.ENSP00000353377	C102B_HUMAN
9606.ENSP00000386174	O2A12_HUMAN
9606.ENSP00000356405	CDC73_HUMAN
9606.ENSP00000276241	CT55_HUMAN
9606.ENSP00000316842	SIX5_HUMAN
9606.ENSP00000312741	KKCC2_HUMAN
9606.ENSP00000296777	CART_HUMAN
9606.ENSP00000444935	PA1B3_HUMAN
9606.ENSP00000337425	HYAL3_HUMAN
9606.ENSP00000435421	DDIAS_HUMAN
9606.ENSP00000436004	OR5MA_HUMAN
9606.ENSP00000296525	ASB5_HUMAN
9606.ENSP00000382104	DOP2_HUMAN
9606.ENSP00000346206	TAP1_HUMAN
9606.ENSP00000376372	PLD4_HUMAN
9606.ENSP00000389913	PKHM1_HUMAN
9606.ENSP00000358563	DKC1_HUMAN
9606.ENSP00000295055	CAN13_HUMAN
9606.ENSP00000254166	ZN132_HUMAN
9606.ENSP00000261435	N4BP2_HUMAN
9606.ENSP00000427120	KCNN2_HUMAN
9606.ENSP00000337587	GGTL1_HUMAN
9606.ENSP00000369840	TEX26_HUMAN
9606.ENSP00000257696	HLPDA_HUMAN
9606.ENSP00000327916	ACSM5_HUMAN
9606.ENSP00000380514	GLO2_HUMAN
9606.ENSP00000326219	DHRS4_HUMAN
9606.ENSP00000420008	C9JSA6_HUMAN
9606.ENSP00000365159	ISCA1_HUMAN
9606.ENSP00000315602	ACHA3_HUMAN
9606.ENSP00000357981	CATS_HUMAN
9606.ENSP00000043402	RTN4R_HUMAN
9606.ENSP00000310405	XCR1_HUMAN
9606.ENSP00000219454	WFDC1_HUMAN
9606.ENSP00000324633	D103A_HUMAN
9606.ENSP00000343900	CPS4L_HUMAN
9606.ENSP00000362135	YRDC_HUMAN
9606.ENSP00000483549	RDM1_HUMAN
9606.ENSP00000268603	CAD11_HUMAN
9606.ENSP00000363827	PGBM_HUMAN
9606.ENSP00000362481	UPP_HUMAN
9606.ENSP00000371790	FGF9_HUMAN
9606.ENSP00000462945	MSL1_HUMAN
9606.ENSP00000322180	DCC1_HUMAN
9606.ENSP00000222803	FKB14_HUMAN
9606.ENSP00000269491	SPB12_HUMAN
9606.ENSP00000325561	TMC8_HUMAN
9606.ENSP00000480703	PCFT_HUMAN
9606.ENSP00000287482	SAS6_HUMAN
9606.ENSP00000301286	PLIN4_HUMAN
9606.ENSP00000302648	NRTN_HUMAN
9606.ENSP00000476119	NUDT3_HUMAN
9606.ENSP00000262915	H0YEP7_HUMAN
9606.ENSP00000350704	CA109_HUMAN
9606.ENSP00000435189	RAB30_HUMAN
9606.ENSP00000336994	CLPT1_HUMAN
9606.ENSP00000307674	CANT1_HUMAN
9606.ENSP00000364519	TFDP1_HUMAN
9606.ENSP00000334463	LYPD6_HUMAN
9606.ENSP00000264463	CAD10_HUMAN
9606.ENSP00000295150	F228A_HUMAN
9606.ENSP00000407118	SYBU_HUMAN
9606.ENSP00000403937	CK074_HUMAN
9606.ENSP00000387266	SPIR1_HUMAN
9606.ENSP00000256246	TEX15_HUMAN
9606.ENSP00000420269	ADH7_HUMAN
9606.ENSP00000207870	XYLB_HUMAN
9606.ENSP00000355587	NTPCR_HUMAN
9606.ENSP00000365407	ZN549_HUMAN
9606.ENSP00000385006	THAP4_HUMAN
9606.ENSP00000361875	WFDC5_HUMAN
9606.ENSP00000286063	PDE11_HUMAN
9606.ENSP00000340590	RTL4_HUMAN
9606.ENSP00000445408	RABE1_HUMAN
9606.ENSP00000263341	IL1B_HUMAN
9606.ENSP00000350928	DCE1_HUMAN
9606.ENSP00000265707	ADA18_HUMAN
9606.ENSP00000362244	MA7D1_HUMAN
9606.ENSP00000361110	GBGT1_HUMAN
9606.ENSP00000437289	ZAR1L_HUMAN
9606.ENSP00000016171	COX15_HUMAN
9606.ENSP00000326411	C19L1_HUMAN
9606.ENSP00000329697	PLPP2_HUMAN
9606.ENSP00000366827	SIA8F_HUMAN
9606.ENSP00000346964	EGFLA_HUMAN
9606.ENSP00000440638	TM216_HUMAN
9606.ENSP00000323155	DAND5_HUMAN
9606.ENSP00000362183	GRIK3_HUMAN
9606.ENSP00000359321	MTF2_HUMAN
9606.ENSP00000386209	OR2A2_HUMAN
9606.ENSP00000269701	AKAP8_HUMAN
9606.ENSP00000358365	NRAP_HUMAN
9606.ENSP00000472620	C5AR2_HUMAN
9606.ENSP00000364524	PAX7_HUMAN
9606.ENSP00000221233	EXOS5_HUMAN
9606.ENSP00000386488	ZC3H8_HUMAN
9606.ENSP00000477502	NOMO2_HUMAN
9606.ENSP00000312988	IKBB_HUMAN
9606.ENSP00000302276	HEXI2_HUMAN
9606.ENSP00000361705	TDIF1_HUMAN
9606.ENSP00000330148	GRID1_HUMAN
9606.ENSP00000342356	OSTN_HUMAN
9606.ENSP00000297770	CBPA6_HUMAN
9606.ENSP00000439913	F6TDL0_HUMAN
9606.ENSP00000433433	MAGL2_HUMAN
9606.ENSP00000365837	TRUA_HUMAN
9606.ENSP00000374562	COX16_HUMAN
9606.ENSP00000356251	G37L1_HUMAN
9606.ENSP00000354932	TLR1_HUMAN
9606.ENSP00000413937	INP5K_HUMAN
9606.ENSP00000393566	DPA1_HUMAN
9606.ENSP00000418648	UBN2_HUMAN
9606.ENSP00000362824	OGT1_HUMAN
9606.ENSP00000288014	THTPA_HUMAN
9606.ENSP00000354498	PHLB1_HUMAN
9606.ENSP00000331209	CK054_HUMAN
9606.ENSP00000323879	ZNRF2_HUMAN
9606.ENSP00000311500	MZT2A_HUMAN
9606.ENSP00000373328	CIDEC_HUMAN
9606.ENSP00000377384	HOP2_HUMAN
9606.ENSP00000262094	RB27B_HUMAN
9606.ENSP00000379183	PANX2_HUMAN
9606.ENSP00000311746	KLK10_HUMAN
9606.ENSP00000340983	LRC25_HUMAN
9606.ENSP00000314897	ANGP2_HUMAN
9606.ENSP00000383516	HMX1_HUMAN
9606.ENSP00000357218	NNRE_HUMAN
9606.ENSP00000330904	O2T34_HUMAN
9606.ENSP00000376007	PNDC1_HUMAN
9606.ENSP00000220420	TGM5_HUMAN
9606.ENSP00000364782	NEUR1_HUMAN
9606.ENSP00000414624	KPRA_HUMAN
9606.ENSP00000264775	D6REC3_HUMAN
9606.ENSP00000306523	INSM2_HUMAN
9606.ENSP00000256178	LYVE1_HUMAN
9606.ENSP00000261180	TRHDE_HUMAN
9606.ENSP00000319713	ATRAP_HUMAN
9606.ENSP00000268261	PMM2_HUMAN
9606.ENSP00000365806	GNL1_HUMAN
9606.ENSP00000425979	RNC_HUMAN
9606.ENSP00000358210	SIM1_HUMAN
9606.ENSP00000268483	TXN4B_HUMAN
9606.ENSP00000323511	PNKP_HUMAN
9606.ENSP00000479679	A0A087WVT8_HUMAN
9606.ENSP00000346298	S6A20_HUMAN
9606.ENSP00000355968	ZNT1_HUMAN
9606.ENSP00000314153	KAISO_HUMAN
9606.ENSP00000380466	RM23_HUMAN
9606.ENSP00000237275	ZC21B_HUMAN
9606.ENSP00000368727	XDH_HUMAN
9606.ENSP00000310275	BAF_HUMAN
9606.ENSP00000228251	YBOX3_HUMAN
9606.ENSP00000349658	XPP3_HUMAN
9606.ENSP00000410852	T132C_HUMAN
9606.ENSP00000297164	RELL2_HUMAN
9606.ENSP00000431202	ZN345_HUMAN
9606.ENSP00000220659	BRF2_HUMAN
9606.ENSP00000308024	NEC1_HUMAN
9606.ENSP00000468969	ASTER_HUMAN
9606.ENSP00000365462	PCCA_HUMAN
9606.ENSP00000419184	SMYD3_HUMAN
9606.ENSP00000290607	STAR9_HUMAN
9606.ENSP00000481613	P12L1_HUMAN
9606.ENSP00000480991	CHST9_HUMAN
9606.ENSP00000205214	ACSF4_HUMAN
9606.ENSP00000307126	DEGS2_HUMAN
9606.ENSP00000257192	DSG1_HUMAN
9606.ENSP00000272342	ETAA1_HUMAN
9606.ENSP00000287652	TATD2_HUMAN
9606.ENSP00000363763	EPHB2_HUMAN
9606.ENSP00000294618	DOCK6_HUMAN
9606.ENSP00000222248	SC5A5_HUMAN
9606.ENSP00000359393	HMGB3_HUMAN
9606.ENSP00000406933	NT5D2_HUMAN
9606.ENSP00000448220	K2C4_HUMAN
9606.ENSP00000353332	RTEL1_HUMAN
9606.ENSP00000317686	ZFP42_HUMAN
9606.ENSP00000263519	AT2B3_HUMAN
9606.ENSP00000252934	ATX10_HUMAN
9606.ENSP00000392936	RFPLA_HUMAN
9606.ENSP00000421592	THOC4_HUMAN
9606.ENSP00000375810	KLC3_HUMAN
9606.ENSP00000231454	IL5_HUMAN
9606.ENSP00000475344	APJ_HUMAN
9606.ENSP00000371905	ZDH20_HUMAN
9606.ENSP00000370414	AT5EL_HUMAN
9606.ENSP00000367301	NDP_HUMAN
9606.ENSP00000361465	RPAC1_HUMAN
9606.ENSP00000279488	DUS6_HUMAN
9606.ENSP00000327525	OR4F6_HUMAN
9606.ENSP00000292524	LRC14_HUMAN
9606.ENSP00000359401	CA146_HUMAN
9606.ENSP00000440504	K1958_HUMAN
9606.ENSP00000350630	TLL2_HUMAN
9606.ENSP00000332454	RIPK4_HUMAN
9606.ENSP00000221665	FIZ1_HUMAN
9606.ENSP00000347872	VAT1_HUMAN
9606.ENSP00000309757	LIPL_HUMAN
9606.ENSP00000363680	EDA_HUMAN
9606.ENSP00000284262	JPH3_HUMAN
9606.ENSP00000432692	UQCC3_HUMAN
9606.ENSP00000383421	RBM11_HUMAN
9606.ENSP00000485066	OR2S1_HUMAN
9606.ENSP00000276066	RAB41_HUMAN
9606.ENSP00000355896	TGFB2_HUMAN
9606.ENSP00000344504	H10_HUMAN
9606.ENSP00000478478	GG6L1_HUMAN
9606.ENSP00000359802	ZN75D_HUMAN
9606.ENSP00000313377	PANK2_HUMAN
9606.ENSP00000365388	DPS1_HUMAN
9606.ENSP00000271139	MOB3C_HUMAN
9606.ENSP00000259239	IMP4_HUMAN
9606.ENSP00000368682	PHEX_HUMAN
9606.ENSP00000221307	CP4F3_HUMAN
9606.ENSP00000261800	FAT2_HUMAN
9606.ENSP00000243903	ARP5_HUMAN
9606.ENSP00000368797	KBTB7_HUMAN
9606.ENSP00000374213	EP400_HUMAN
9606.ENSP00000344446	FGD6_HUMAN
9606.ENSP00000403645	TNG2_HUMAN
9606.ENSP00000327604	TRI49_HUMAN
9606.ENSP00000472919	ERVV2_HUMAN
9606.ENSP00000359151	ODB2_HUMAN
9606.ENSP00000373304	CC174_HUMAN
9606.ENSP00000384683	RNAS9_HUMAN
9606.ENSP00000390410	GP141_HUMAN
9606.ENSP00000278319	ZN215_HUMAN
9606.ENSP00000421294	SH321_HUMAN
9606.ENSP00000300215	EPB42_HUMAN
9606.ENSP00000477688	AQP6_HUMAN
9606.ENSP00000285599	MA2B2_HUMAN
9606.ENSP00000376686	LCA5_HUMAN
9606.ENSP00000344465	PEAR1_HUMAN
9606.ENSP00000422626	LARP7_HUMAN
9606.ENSP00000296582	T184C_HUMAN
9606.ENSP00000306844	SEM4C_HUMAN
9606.ENSP00000216180	PLPL3_HUMAN
9606.ENSP00000387209	CEP19_HUMAN
9606.ENSP00000352706	HIBCH_HUMAN
9606.ENSP00000378792	ZN169_HUMAN
9606.ENSP00000361405	MMP9_HUMAN
9606.ENSP00000405676	H7C2G1_HUMAN
9606.ENSP00000379346	ADNP_HUMAN
9606.ENSP00000308548	ZNHI2_HUMAN
9606.ENSP00000298032	ARMC3_HUMAN
9606.ENSP00000263645	CD81_HUMAN
9606.ENSP00000285871	CC146_HUMAN
9606.ENSP00000225276	SIA7B_HUMAN
9606.ENSP00000219789	CDIPT_HUMAN
9606.ENSP00000262102	MTUS1_HUMAN
9606.ENSP00000471921	SPIB_HUMAN
9606.ENSP00000468367	K7ERQ8_HUMAN
9606.ENSP00000371985	KCNA1_HUMAN
9606.ENSP00000369820	PIGA_HUMAN
9606.ENSP00000359693	Q5VVH2_HUMAN
9606.ENSP00000359768	K1586_HUMAN
9606.ENSP00000369677	EMIL1_HUMAN
9606.ENSP00000378072	PLPL1_HUMAN
9606.ENSP00000372612	S2552_HUMAN
9606.ENSP00000448062	POTEM_HUMAN
9606.ENSP00000284202	IMPCT_HUMAN
9606.ENSP00000398516	LMBL1_HUMAN
9606.ENSP00000402949	CCNQ_HUMAN
9606.ENSP00000256935	DOCK2_HUMAN
9606.ENSP00000369293	IL2RA_HUMAN
9606.ENSP00000396857	ZN697_HUMAN
9606.ENSP00000460971	ZP2_HUMAN
9606.ENSP00000315357	AR6P6_HUMAN
9606.ENSP00000368759	CASL_HUMAN
9606.ENSP00000354090	SIG14_HUMAN
9606.ENSP00000471646	SG1C2_HUMAN
9606.ENSP00000357810	LIGO4_HUMAN
9606.ENSP00000270221	EMP3_HUMAN
9606.ENSP00000334115	O10T2_HUMAN
9606.ENSP00000346046	RS17_HUMAN
9606.ENSP00000358831	ELOV4_HUMAN
9606.ENSP00000362235	X6RH99_HUMAN
9606.ENSP00000483117	ACD_HUMAN
9606.ENSP00000259607	CCL21_HUMAN
9606.ENSP00000304410	CB068_HUMAN
9606.ENSP00000360025	GA45A_HUMAN
9606.ENSP00000306968	CDCA7_HUMAN
9606.ENSP00000479606	CLH1_HUMAN
9606.ENSP00000222250	ARRD2_HUMAN
9606.ENSP00000478212	AKAP1_HUMAN
9606.ENSP00000398481	CAPS2_HUMAN
9606.ENSP00000345001	CRTC1_HUMAN
9606.ENSP00000445829	S39AB_HUMAN
9606.ENSP00000327533	LYG2_HUMAN
9606.ENSP00000246012	CST8_HUMAN
9606.ENSP00000302728	BGLR_HUMAN
